Problem #,Problem,Difficulty,Acceptance,LeetCode URL
3365,Rearrange K Substrings to Form Target String,Medium,56.2,https://leetcode.com/problems/rearrange-k-substrings-to-form-target-string
3366,Minimum Array Sum,Medium,31.7,https://leetcode.com/problems/minimum-array-sum
3367,Maximize Sum of Weights after Edge Removals,Hard,31.8,https://leetcode.com/problems/maximize-sum-of-weights-after-edge-removals
3368,First Letter Capitalization,Hard,86.7,https://leetcode.com/problems/first-letter-capitalization
3369,Design an Array Statistics Tracker,Hard,35.5,https://leetcode.com/problems/design-an-array-statistics-tracker
3370,Smallest Number With All Set Bits,Easy,80.1,https://leetcode.com/problems/smallest-number-with-all-set-bits
3371,Identify the Largest Outlier in an Array,Medium,36.3,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array
3372,Maximize the Number of Target Nodes After Connecting Trees I,Medium,69,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i
3373,Maximize the Number of Target Nodes After Connecting Trees II,Hard,72.5,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-ii
3374,First Letter Capitalization II,Hard,39.5,https://leetcode.com/problems/first-letter-capitalization-ii
3375,Minimum Operations to Make Array Values Equal to K,Easy,73.2,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k
3376,Minimum Time to Break Locks I,Medium,32.5,https://leetcode.com/problems/minimum-time-to-break-locks-i
3377,Digit Operations to Make Two Integers Equal,Medium,31.1,https://leetcode.com/problems/digit-operations-to-make-two-integers-equal
3378,Count Connected Components in LCM Graph,Hard,31,https://leetcode.com/problems/count-connected-components-in-lcm-graph
3379,Transformed Array,Easy,70.4,https://leetcode.com/problems/transformed-array
3380,Maximum Area Rectangle With Point Constraints I,Medium,52.5,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i
3381,Maximum Subarray Sum With Length Divisible by K,Medium,49.6,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k
3382,Maximum Area Rectangle With Point Constraints II,Hard,23.9,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-ii
3383,Minimum Runes to Add to Cast Spell,Hard,44.9,https://leetcode.com/problems/minimum-runes-to-add-to-cast-spell
3384,Team Dominance by Pass Success,Hard,71.6,https://leetcode.com/problems/team-dominance-by-pass-success
3385,Minimum Time to Break Locks II,Hard,45.9,https://leetcode.com/problems/minimum-time-to-break-locks-ii
3386,Button with Longest Push Time,Easy,41.1,https://leetcode.com/problems/button-with-longest-push-time
3387,Maximize Amount After Two Days of Conversions,Medium,60.6,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions
3388,Count Beautiful Splits in an Array,Medium,19.2,https://leetcode.com/problems/count-beautiful-splits-in-an-array
3389,Minimum Operations to Make Character Frequencies Equal,Hard,25.9,https://leetcode.com/problems/minimum-operations-to-make-character-frequencies-equal
3390,Longest Team Pass Streak,Hard,40.3,https://leetcode.com/problems/longest-team-pass-streak
3391,Design a 3D Binary Matrix with Efficient Layer Tracking,Medium,66.4,https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking
3392,Count Subarrays of Length Three With a Condition,Easy,61.3,https://leetcode.com/problems/count-subarrays-of-length-three-with-a-condition
3393,Count Paths With the Given XOR Value,Medium,40.6,https://leetcode.com/problems/count-paths-with-the-given-xor-value
3394,Check if Grid can be Cut into Sections,Medium,68,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections
3395,Subsequences with a Unique Middle Mode I,Hard,22.1,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-i
3396,Minimum Number of Operations to Make Elements in Array Distinct,Easy,71.1,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct
3397,Maximum Number of Distinct Elements After Operations,Medium,52.1,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations
3398,Smallest Substring With Identical Characters I,Hard,21.2,https://leetcode.com/problems/smallest-substring-with-identical-characters-i
3399,Smallest Substring With Identical Characters II,Hard,40.8,https://leetcode.com/problems/smallest-substring-with-identical-characters-ii
3400,Maximum Number of Matching Indices After Right Shifts,Medium,85,https://leetcode.com/problems/maximum-number-of-matching-indices-after-right-shifts
3401,Find Circular Gift Exchange Chains,Hard,50.6,https://leetcode.com/problems/find-circular-gift-exchange-chains
3402,Minimum Operations to Make Columns Strictly Increasing,Easy,72,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing
3403,Find the Lexicographically Largest String From the Box I,Medium,40.7,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i
3404,Count Special Subsequences,Medium,30,https://leetcode.com/problems/count-special-subsequences
3405,Count the Number of Arrays with K Matching Adjacent Elements,Hard,57.9,https://leetcode.com/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements
3406,Find the Lexicographically Largest String From the Box II,Hard,50,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-ii
3407,Substring Matching Pattern,Easy,29.3,https://leetcode.com/problems/substring-matching-pattern
3408,Design Task Manager,Medium,48.7,https://leetcode.com/problems/design-task-manager
3409,Longest Subsequence With Decreasing Adjacent Difference,Medium,17.1,https://leetcode.com/problems/longest-subsequence-with-decreasing-adjacent-difference
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,Hard,23.1,https://leetcode.com/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element
3411,Maximum Subarray With Equal Products,Easy,46.7,https://leetcode.com/problems/maximum-subarray-with-equal-products
3412,Find Mirror Score of a String,Medium,36,https://leetcode.com/problems/find-mirror-score-of-a-string
3413,Maximum Coins From K Consecutive Bags,Medium,27.3,https://leetcode.com/problems/maximum-coins-from-k-consecutive-bags
3414,Maximum Score of Non-overlapping Intervals,Hard,31.1,https://leetcode.com/problems/maximum-score-of-non-overlapping-intervals
3415,Find Products with Three Consecutive Digits,Easy,80.2,https://leetcode.com/problems/find-products-with-three-consecutive-digits
3416,Subsequences with a Unique Middle Mode II,Hard,15.9,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-ii
3417,Zigzag Grid Traversal With Skip,Easy,64.9,https://leetcode.com/problems/zigzag-grid-traversal-with-skip
3418,Maximum Amount of Money Robot Can Earn,Medium,47.9,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn
3419,Minimize the Maximum Edge Weight of Graph,Medium,44.9,https://leetcode.com/problems/minimize-the-maximum-edge-weight-of-graph
3420,Count Non-Decreasing Subarrays After K Operations,Hard,24.8,https://leetcode.com/problems/count-non-decreasing-subarrays-after-k-operations
3421,Find Students Who Improved,Medium,49.7,https://leetcode.com/problems/find-students-who-improved
3422,Minimum Operations to Make Subarray Elements Equal,Medium,46.4,https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal
3423,Maximum Difference Between Adjacent Elements in a Circular Array,Easy,75.6,https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array
3424,Minimum Cost to Make Arrays Identical,Medium,38.2,https://leetcode.com/problems/minimum-cost-to-make-arrays-identical
3425,Longest Special Path,Hard,23.1,https://leetcode.com/problems/longest-special-path
3426,Manhattan Distances of All Arrangements of Pieces,Hard,35.8,https://leetcode.com/problems/manhattan-distances-of-all-arrangements-of-pieces
3427,Sum of Variable Length Subarrays,Easy,85.1,https://leetcode.com/problems/sum-of-variable-length-subarrays
3428,Maximum and Minimum Sums of at Most Size K Subsequences,Medium,22,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subsequences
3429,Paint House IV,Medium,46,https://leetcode.com/problems/paint-house-iv
3430,Maximum and Minimum Sums of at Most Size K Subarrays,Hard,25.8,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subarrays
3431,Minimum Unlocked Indices to Sort Nums,Medium,57.5,https://leetcode.com/problems/minimum-unlocked-indices-to-sort-nums
3432,Count Partitions with Even Sum Difference,Easy,85.1,https://leetcode.com/problems/count-partitions-with-even-sum-difference
3433,Count Mentions Per User,Medium,50.6,https://leetcode.com/problems/count-mentions-per-user
3434,Maximum Frequency After Subarray Operation,Medium,31.4,https://leetcode.com/problems/maximum-frequency-after-subarray-operation
3435,Frequencies of Shortest Supersequences,Hard,22.2,https://leetcode.com/problems/frequencies-of-shortest-supersequences
3436,Find Valid Emails,Easy,43.4,https://leetcode.com/problems/find-valid-emails
3437,Permutations III,Medium,85.8,https://leetcode.com/problems/permutations-iii
3438,Find Valid Pair of Adjacent Digits in String,Easy,60.7,https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string
3439,Reschedule Meetings for Maximum Free Time I,Medium,53.9,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i
3440,Reschedule Meetings for Maximum Free Time II,Medium,60.1,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii
3441,Minimum Cost Good Caption,Hard,20.7,https://leetcode.com/problems/minimum-cost-good-caption
3442,Maximum Difference Between Even and Odd Frequency I,Easy,60.6,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i
3443,Maximum Manhattan Distance After K Changes,Medium,54,https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes
3444,Minimum Increments for Target Multiples in an Array,Hard,27.7,https://leetcode.com/problems/minimum-increments-for-target-multiples-in-an-array
3445,Maximum Difference Between Even and Odd Frequency II,Hard,48.4,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii
3446,Sort Matrix by Diagonals,Medium,84.7,https://leetcode.com/problems/sort-matrix-by-diagonals
3447,Assign Elements to Groups with Constraints,Medium,27.1,https://leetcode.com/problems/assign-elements-to-groups-with-constraints
3448,Count Substrings Divisible By Last Digit,Hard,23.4,https://leetcode.com/problems/count-substrings-divisible-by-last-digit
3449,Maximize the Minimum Game Score,Hard,26,https://leetcode.com/problems/maximize-the-minimum-game-score
3450,Maximum Students on a Single Bench,Easy,88,https://leetcode.com/problems/maximum-students-on-a-single-bench
3451,Find Invalid IP Addresses,Hard,47.5,https://leetcode.com/problems/find-invalid-ip-addresses
3452,Sum of Good Numbers,Easy,69.3,https://leetcode.com/problems/sum-of-good-numbers
3453,Separate Squares I,Medium,57.8,https://leetcode.com/problems/separate-squares-i
3454,Separate Squares II,Hard,58.8,https://leetcode.com/problems/separate-squares-ii
3455,Shortest Matching Substring,Hard,24.3,https://leetcode.com/problems/shortest-matching-substring
3456,Find Special Substring of Length K,Easy,35.1,https://leetcode.com/problems/find-special-substring-of-length-k
3457,Eat Pizzas!,Medium,34,https://leetcode.com/problems/eat-pizzas
3458,Select K Disjoint Special Substrings,Medium,19.6,https://leetcode.com/problems/select-k-disjoint-special-substrings
3459,Length of Longest V-Shaped Diagonal Segment,Hard,55.9,https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment
3460,Longest Common Prefix After at Most One Removal,Medium,68.4,https://leetcode.com/problems/longest-common-prefix-after-at-most-one-removal
3461,Check If Digits Are Equal in String After Operations I,Easy,82.3,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-i
3462,Maximum Sum With at Most K Elements,Medium,60.5,https://leetcode.com/problems/maximum-sum-with-at-most-k-elements
3463,Check If Digits Are Equal in String After Operations II,Hard,14.5,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-ii
3464,Maximize the Distance Between Points on a Square,Hard,50.9,https://leetcode.com/problems/maximize-the-distance-between-points-on-a-square
3465,Find Products with Valid Serial Numbers,Easy,28.7,https://leetcode.com/problems/find-products-with-valid-serial-numbers
3466,Maximum Coin Collection,Medium,53,https://leetcode.com/problems/maximum-coin-collection
3467,Transform Array by Parity,Easy,89.3,https://leetcode.com/problems/transform-array-by-parity
3468,Find the Number of Copy Arrays,Medium,46.7,https://leetcode.com/problems/find-the-number-of-copy-arrays
3469,Find Minimum Cost to Remove Array Elements,Medium,22.3,https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements
3470,Permutations IV,Hard,34.7,https://leetcode.com/problems/permutations-iv
3471,Find the Largest Almost Missing Integer,Easy,49.3,https://leetcode.com/problems/find-the-largest-almost-missing-integer
3472,Longest Palindromic Subsequence After at Most K Operations,Medium,37.8,https://leetcode.com/problems/longest-palindromic-subsequence-after-at-most-k-operations
3473,Sum of K Subarrays With Length at Least M,Medium,26.2,https://leetcode.com/problems/sum-of-k-subarrays-with-length-at-least-m
3474,Lexicographically Smallest Generated String,Hard,53.4,https://leetcode.com/problems/lexicographically-smallest-generated-string
3475,DNA Pattern Recognition,Medium,85.2,https://leetcode.com/problems/dna-pattern-recognition
3476,Maximize Profit from Task Assignment,Medium,65.4,https://leetcode.com/problems/maximize-profit-from-task-assignment
3477,Fruits Into Baskets II,Easy,70.2,https://leetcode.com/problems/fruits-into-baskets-ii
3478,Choose K Elements With Maximum Sum,Medium,34.2,https://leetcode.com/problems/choose-k-elements-with-maximum-sum
3479,Fruits Into Baskets III,Medium,39.4,https://leetcode.com/problems/fruits-into-baskets-iii
3480,Maximize Subarrays After Removing One Conflicting Pair,Hard,64.1,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair
3481,Apply Substitutions,Medium,78,https://leetcode.com/problems/apply-substitutions
